transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale,Shift,
720,08-04-2022,08:50:00,116,Female,56,Beauty,3,500,235,1500,Morning,
1720,10-10-2022,08:51:00,28,Female,56,Beauty,3,500,190,1500,Morning,
673,04-07-2022,10:14:00,18,Female,43,Clothing,3,500,270,1500,Morning,
1673,14-06-2022,07:36:00,42,Female,43,Clothing,3,500,185,1500,Morning,
372,19-06-2022,11:45:00,27,Female,24,Beauty,3,500,140,1500,Morning,
1372,18-03-2022,10:53:00,60,Female,24,Beauty,3,500,145,1500,Morning,
54,20-10-2022,10:17:00,142,Female,38,Electronics,3,500,200,1500,Morning,
1054,10-01-2022,09:24:00,49,Female,38,Electronics,3,500,140,1500,Morning,
193,27-03-2022,10:40:00,55,Male,35,Beauty,3,500,180,1500,Morning,
1193,11-05-2022,11:31:00,50,Male,35,Beauty,3,500,145,1500,Morning,
16,25-06-2022,10:33:00,82,Male,19,Clothing,3,500,180,1500,Morning,
1016,12-12-2022,07:39:00,52,Male,19,Clothing,3,500,200,1500,Morning,
611,21-07-2022,08:13:00,11,Male,51,Beauty,3,500,180,1500,Morning,
1611,17-11-2022,07:30:00,125,Male,51,Beauty,3,500,180,1500,Morning,
506,29-04-2022,07:13:00,9,Male,34,Beauty,3,500,200,1500,Morning,
1506,09-01-2022,07:31:00,52,Male,34,Beauty,3,500,245,1500,Morning,
942,01-12-2023,09:22:00,35,Male,51,Clothing,3,500,160,1500,Morning,
1942,16-09-2023,11:53:00,112,Male,51,Clothing,3,500,265,1500,Morning,
313,16-12-2023,10:03:00,11,Female,55,Beauty,3,500,140,1500,Morning,
1313,04-06-2023,09:22:00,10,Female,55,Beauty,3,500,170,1500,Morning,
636,09-05-2023,06:15:00,60,Female,21,Beauty,3,500,230,1500,Morning,
1636,22-07-2023,11:26:00,50,Female,21,Beauty,3,500,150,1500,Morning,
280,17-11-2023,09:35:00,76,Female,37,Clothing,3,500,240,1500,Morning,
1280,24-08-2023,09:15:00,116,Female,37,Clothing,3,500,255,1500,Morning,
111,15-04-2023,09:45:00,5,Female,34,Electronics,3,500,130,1500,Morning,
1111,30-04-2023,21:34:00,2,Female,34,Electronics,3,500,185,1500,Evening,
693,08-06-2023,17:12:00,1,Male,41,Beauty,3,500,270,1500,Evening,
1693,20-02-2023,18:21:00,1,Male,41,Beauty,3,500,130,1500,Evening,
452,30-01-2023,22:41:00,4,Female,48,Clothing,3,500,240,1500,Evening,
1452,06-08-2023,17:41:00,3,Female,48,Clothing,3,500,185,1500,Evening,
164,28-02-2023,18:26:00,3,Female,47,Beauty,3,500,185,1500,Evening,
1164,07-04-2023,20:53:00,1,Female,47,Beauty,3,500,245,1500,Evening,
647,01-03-2023,19:53:00,5,Male,59,Clothing,3,500,190,1500,Evening,
1647,01-05-2023,20:26:00,5,Male,59,Clothing,3,500,240,1500,Evening,
843,25-01-2023,22:46:00,3,Male,21,Beauty,3,500,180,1500,Evening,
1843,21-09-2023,18:58:00,1,Male,21,Beauty,3,500,240,1500,Evening,
212,12-10-2023,18:13:00,105,Male,21,Clothing,3,500,215,1500,Evening,
1212,16-03-2022,18:05:00,142,Male,21,Clothing,3,500,265,1500,Evening,
356,27-08-2023,18:35:00,71,Male,50,Electronics,3,500,255,1500,Evening,
1356,18-12-2023,21:31:00,11,Male,50,Electronics,3,500,245,1500,Evening,
239,19-09-2022,19:34:00,1,Male,38,Electronics,3,500,165,1500,Evening,
1239,08-07-2022,20:42:00,134,Male,38,Electronics,3,500,255,1500,Evening,
78,17-02-2023,21:08:00,68,Female,47,Clothing,3,500,265,1500,Evening,
1078,04-05-2023,22:20:00,16,Female,47,Clothing,3,500,125,1500,Evening,
144,26-03-2022,22:18:00,119,Female,59,Beauty,3,500,255,1500,Evening,
474,08-05-2022,17:57:00,145,Female,26,Clothing,3,500,210,1500,Evening,
1144,30-12-2022,21:27:00,148,Female,59,Beauty,3,500,125,1500,Evening,
1474,15-05-2022,20:49:00,84,Female,26,Clothing,3,500,255,1500,Evening,
676,10-07-2023,22:13:00,80,Male,63,Electronics,3,500,205,1500,Evening,
1676,21-09-2023,20:22:00,91,Male,63,Electronics,3,500,210,1500,Evening,
213,13-08-2023,20:48:00,113,Male,27,Beauty,3,500,275,1500,Evening,
1213,21-06-2023,17:23:00,41,Male,27,Beauty,3,500,185,1500,Evening,
463,29-01-2023,20:22:00,55,Female,54,Beauty,3,500,175,1500,Evening,
1463,29-07-2022,19:45:00,98,Female,54,Beauty,3,500,170,1500,Evening,
13,08-02-2023,17:43:00,106,Male,22,Electronics,3,500,245,1500,Evening,
1013,16-07-2022,19:38:00,111,Male,22,Electronics,3,500,200,1500,Evening,
859,20-09-2022,21:52:00,46,Female,56,Electronics,3,500,190,1500,Evening,
1859,14-09-2022,20:58:00,32,Female,56,Electronics,3,500,205,1500,Evening,
956,24-04-2023,21:50:00,140,Male,30,Clothing,3,500,135,1500,Evening,
1956,01-06-2023,20:40:00,62,Male,30,Clothing,3,500,170,1500,Evening,
385,20-11-2022,19:06:00,127,Male,50,Electronics,3,500,525,1500,Evening,
1385,07-11-2023,19:22:00,55,Male,50,Electronics,3,500,505,1500,Evening,
711,23-09-2023,22:26:00,103,Male,26,Electronics,3,500,575,1500,Evening,
1711,22-09-2023,20:33:00,113,Male,26,Electronics,3,500,570,1500,Evening,
869,08-09-2022,22:16:00,51,Male,37,Beauty,3,500,485,1500,Evening,
1869,23-10-2022,19:51:00,113,Male,37,Beauty,3,500,605,1500,Evening,
677,17-12-2022,21:13:00,65,Female,19,Beauty,3,500,555,1500,Evening,
1677,02-10-2022,20:51:00,84,Female,19,Beauty,3,500,490,1500,Evening,
710,03-09-2022,21:11:00,71,Female,26,Electronics,3,500,495,1500,Evening,
1710,23-10-2022,20:14:00,104,Female,26,Electronics,3,500,610,1500,Evening,
507,11-12-2022,21:40:00,52,Female,37,Electronics,3,500,485,1500,Evening,
1507,27-12-2022,22:14:00,95,Female,37,Electronics,3,500,520,1500,Evening,
47,22-10-2022,17:22:00,96,Female,40,Beauty,3,500,600,1500,Evening,
1047,04-12-2022,21:53:00,84,Female,40,Beauty,3,500,490,1500,Evening,
369,13-12-2023,19:42:00,111,Male,23,Electronics,3,500,215,1500,Evening,
1369,10-10-2022,21:14:00,64,Male,23,Electronics,3,500,180,1500,Evening,
533,13-11-2022,17:19:00,92,Male,19,Electronics,3,500,155,1500,Evening,
1533,29-10-2022,19:35:00,67,Male,19,Electronics,3,500,255,1500,Evening,
169,28-11-2022,18:47:00,73,Male,18,Beauty,3,500,145,1500,Evening,
1169,25-09-2022,17:12:00,101,Male,18,Beauty,3,500,255,1500,Evening,
115,02-09-2022,19:21:00,67,Male,51,Clothing,3,500,255,1500,Evening,
1115,21-09-2023,17:41:00,99,Male,51,Clothing,3,500,180,1500,Evening,
215,03-10-2022,21:20:00,101,Male,58,Clothing,3,500,145,1500,Evening,
1215,19-11-2022,20:44:00,107,Male,58,Clothing,3,500,130,1500,Evening,
112,25-12-2023,18:44:00,57,Male,37,Clothing,3,500,165,1500,Evening,
608,07-12-2022,22:19:00,112,Female,55,Electronics,3,500,200,1500,Evening,
1112,22-12-2022,17:11:00,94,Male,37,Clothing,3,500,180,1500,Evening,
1608,26-09-2023,21:01:00,87,Female,55,Electronics,3,500,265,1500,Evening,
199,26-10-2023,21:34:00,53,Male,45,Beauty,3,500,135,1500,Evening,
1199,16-12-2023,17:46:00,110,Male,45,Beauty,3,500,190,1500,Evening,
580,14-11-2022,14:44:00,104,Female,31,Clothing,3,500,200,1500,Afternoon,
1580,21-09-2023,15:47:00,105,Female,31,Clothing,3,500,250,1500,Afternoon,
805,03-09-2022,13:55:00,59,Female,30,Beauty,3,500,155,1500,Afternoon,
1805,10-10-2023,13:35:00,79,Female,30,Beauty,3,500,225,1500,Afternoon,
211,12-09-2022,14:02:00,54,Male,42,Beauty,3,500,235,1500,Afternoon,
1211,22-11-2023,14:59:00,82,Male,42,Beauty,3,500,235,1500,Afternoon,
559,12-12-2022,10:48:00,5,Female,40,Clothing,4,300,84,1200,Morning,
1559,20-08-2022,07:40:00,49,Female,40,Clothing,4,300,144,1200,Morning,
484,13-03-2022,07:52:00,135,Female,19,Clothing,4,300,75,1200,Morning,
1484,23-11-2022,09:29:00,22,Female,19,Clothing,4,300,147,1200,Morning,
320,20-04-2022,08:35:00,57,Female,28,Electronics,4,300,159,1200,Morning,
1320,02-11-2022,11:55:00,102,Female,28,Electronics,4,300,84,1200,Morning,
142,08-04-2022,10:05:00,61,Male,35,Electronics,4,300,138,1200,Morning,
1142,09-11-2022,09:49:00,2,Male,35,Electronics,4,300,114,1200,Morning,
107,06-10-2022,09:18:00,75,Female,21,Clothing,4,300,78,1200,Morning,
1107,31-12-2022,11:14:00,62,Female,21,Clothing,4,300,102,1200,Morning,
333,06-10-2022,08:15:00,21,Female,54,Electronics,4,300,99,1200,Morning,
1333,01-11-2022,11:38:00,151,Female,54,Electronics,4,300,165,1200,Morning,
292,10-10-2022,06:33:00,111,Male,20,Beauty,4,300,141,1200,Morning,
1292,15-05-2022,08:20:00,88,Male,20,Beauty,4,300,90,1200,Morning,
800,19-09-2022,07:33:00,111,Male,32,Clothing,4,300,87,1200,Morning,
1800,21-08-2022,10:53:00,1,Male,32,Clothing,4,300,111,1200,Morning,
663,16-08-2023,06:32:00,133,Male,23,Clothing,4,300,87,1200,Morning,
1663,07-12-2023,07:04:00,33,Male,23,Clothing,4,300,81,1200,Morning,
459,23-05-2023,07:12:00,122,Male,28,Clothing,4,300,75,1200,Morning,
1459,10-11-2023,06:46:00,13,Male,28,Clothing,4,300,144,1200,Morning,
202,25-01-2023,06:24:00,61,Female,34,Clothing,4,300,120,1200,Morning,
1202,13-11-2023,06:56:00,89,Female,34,Clothing,4,300,144,1200,Morning,
553,20-03-2023,06:17:00,106,Male,24,Clothing,4,300,81,1200,Morning,
1553,29-01-2023,08:46:00,42,Male,24,Clothing,4,300,99,1200,Morning,
462,26-08-2023,10:04:00,71,Male,63,Electronics,4,300,132,1200,Morning,
614,13-02-2023,06:28:00,61,Female,39,Beauty,4,300,120,1200,Morning,
1462,13-11-2023,10:42:00,124,Male,63,Electronics,4,300,114,1200,Morning,
1614,23-08-2023,11:37:00,135,Female,39,Beauty,4,300,105,1200,Morning,
928,05-11-2023,10:20:00,54,Female,35,Clothing,4,300,90,1200,Morning,
1928,29-07-2023,06:39:00,93,Female,35,Clothing,4,300,75,1200,Morning,
332,24-04-2023,11:28:00,138,Male,58,Electronics,4,300,105,1200,Morning,
1332,04-12-2023,10:02:00,146,Male,58,Electronics,4,300,123,1200,Morning,
847,10-01-2023,08:42:00,2,Female,18,Electronics,4,300,162,1200,Morning,
1847,28-07-2023,07:14:00,5,Female,18,Electronics,4,300,123,1200,Morning,
298,05-10-2023,19:05:00,3,Male,27,Beauty,4,300,84,1200,Evening,
1298,02-05-2023,19:51:00,1,Male,27,Beauty,4,300,120,1200,Evening,
482,12-08-2023,18:57:00,3,Female,28,Clothing,4,300,141,1200,Evening,
1482,10-02-2023,22:22:00,1,Female,28,Clothing,4,300,114,1200,Evening,30750
31,31-12-2023,17:47:00,3,Male,44,Electronics,4,300,129,1200,Evening,
729,26-08-2023,22:29:00,3,Male,29,Clothing,4,300,84,1200,Evening,
1031,12-11-2023,21:15:00,3,Male,44,Electronics,4,300,126,1200,Evening,
1729,22-11-2023,18:55:00,82,Male,29,Clothing,4,300,81,1200,Evening,
67,19-08-2023,20:19:00,119,Female,48,Beauty,4,300,129,1200,Evening,
1067,03-10-2023,17:01:00,105,Female,48,Beauty,4,300,129,1200,Evening,
862,11-12-2022,21:37:00,29,Male,28,Electronics,4,300,78,1200,Evening,
1862,06-02-2022,22:50:00,64,Male,28,Electronics,4,300,165,1200,Evening,
481,13-07-2023,17:12:00,48,Female,43,Electronics,4,300,114,1200,Evening,
1481,09-11-2023,17:22:00,20,Female,43,Electronics,4,300,114,1200,Evening,
587,04-09-2023,19:00:00,91,Female,40,Beauty,4,300,99,1200,Evening,
1587,05-11-2022,20:06:00,140,Female,40,Beauty,4,300,105,1200,Evening,
726,05-06-2022,19:37:00,72,Male,47,Clothing,4,300,126,1200,Evening,
1726,26-06-2023,18:12:00,13,Male,47,Clothing,4,300,93,1200,Evening,
669,23-01-2022,20:24:00,110,Male,24,Beauty,4,300,87,1200,Evening,
1669,04-08-2022,22:28:00,83,Male,24,Beauty,4,300,123,1200,Evening,
839,11-11-2023,21:02:00,130,Female,20,Electronics,4,300,96,1200,Evening,
1839,28-08-2022,21:57:00,92,Female,20,Electronics,4,300,156,1200,Evening,
46,08-11-2022,17:50:00,54,Female,20,Electronics,4,300,84,1200,Evening,
1046,21-07-2023,21:47:00,5,Female,20,Electronics,4,300,156,1200,Evening,
308,31-03-2022,19:12:00,130,Female,34,Beauty,4,300,126,1200,Evening,
1308,19-06-2023,22:39:00,91,Female,34,Beauty,4,300,150,1200,Evening,
716,13-08-2023,19:51:00,137,Female,60,Clothing,4,300,108,1200,Evening,
1716,12-02-2022,19:16:00,39,Female,60,Clothing,4,300,87,1200,Evening,
648,23-02-2023,18:13:00,41,Male,53,Beauty,4,300,138,1200,Evening,
1648,10-07-2023,17:18:00,16,Male,53,Beauty,4,300,87,1200,Evening,
597,01-11-2022,19:29:00,84,Male,22,Beauty,4,300,111,1200,Evening,
1597,28-08-2023,18:21:00,32,Male,22,Beauty,4,300,78,1200,Evening,
368,31-01-2023,21:11:00,90,Female,56,Clothing,4,300,132,1200,Evening,
1368,08-03-2022,21:29:00,145,Female,56,Clothing,4,300,132,1200,Evening,
479,03-11-2022,21:35:00,90,Male,52,Electronics,4,300,105,1200,Evening,
1479,31-05-2022,22:24:00,108,Male,52,Electronics,4,300,162,1200,Evening,
756,17-07-2023,20:33:00,4,Female,62,Electronics,4,300,333,1200,Evening,
1756,12-05-2022,22:16:00,119,Female,62,Electronics,4,300,297,1200,Evening,
682,23-10-2023,20:51:00,60,Male,46,Beauty,4,300,354,1200,Evening,
1682,30-12-2022,19:30:00,71,Male,46,Beauty,4,300,315,1200,Evening,
296,31-12-2022,22:44:00,73,Female,22,Clothing,4,300,369,1200,Evening,
1296,26-11-2022,20:42:00,45,Female,22,Clothing,4,300,342,1200,Evening,
165,24-09-2022,19:01:00,75,Female,60,Clothing,4,300,318,1200,Evening,
1165,01-12-2023,17:04:00,29,Female,60,Clothing,4,300,291,1200,Evening,
524,17-09-2023,19:52:00,12,Male,46,Beauty,4,300,297,1200,Evening,
1524,26-10-2022,22:10:00,115,Male,46,Beauty,4,300,321,1200,Evening,
437,26-11-2023,18:53:00,56,Female,35,Electronics,4,300,345,1200,Evening,
1437,04-09-2023,19:19:00,76,Female,35,Electronics,4,300,372,1200,Evening,
441,06-11-2023,22:00:00,85,Male,57,Beauty,4,300,351,1200,Evening,
1441,04-10-2023,21:38:00,63,Male,57,Beauty,4,300,354,1200,Evening,
431,29-10-2022,22:02:00,99,Male,63,Electronics,4,300,345,1200,Evening,
1431,28-09-2023,21:28:00,114,Male,63,Electronics,4,300,312,1200,Evening,
943,05-11-2022,19:29:00,90,Female,57,Clothing,4,300,318,1200,Evening,
1943,17-11-2023,21:00:00,108,Female,57,Clothing,4,300,321,1200,Evening,
340,19-09-2023,22:59:00,54,Female,36,Clothing,4,300,294,1200,Evening,
1340,30-10-2023,20:55:00,92,Female,36,Clothing,4,300,348,1200,Evening,
181,06-11-2023,19:59:00,79,Male,19,Electronics,4,300,327,1200,Evening,
1181,06-11-2022,18:28:00,84,Male,19,Electronics,4,300,354,1200,Evening,
405,17-10-2022,17:55:00,79,Female,25,Clothing,4,300,324,1200,Evening,
1405,28-10-2023,20:08:00,91,Female,25,Clothing,4,300,342,1200,Evening,
58,16-09-2023,19:18:00,53,Male,18,Clothing,4,300,75,1200,Evening,
1058,30-10-2022,18:31:00,100,Male,18,Clothing,4,300,153,1200,Evening,
424,20-12-2023,19:21:00,101,Male,57,Beauty,4,300,147,1200,Evening,
1424,05-09-2023,21:32:00,54,Male,57,Beauty,4,300,111,1200,Evening,
828,24-11-2022,15:54:00,76,Female,33,Electronics,4,300,132,1200,Afternoon,
1828,14-10-2022,14:14:00,99,Female,33,Electronics,4,300,165,1200,Afternoon,
361,12-09-2022,16:37:00,112,Female,34,Electronics,4,300,81,1200,Afternoon,
1361,12-09-2023,16:00:00,89,Female,34,Electronics,4,300,153,1200,Afternoon,
99,19-11-2023,15:12:00,71,Female,50,Electronics,4,300,132,1200,Afternoon,
1099,24-12-2022,12:41:00,56,Female,50,Electronics,4,300,162,1200,Afternoon,
757,06-10-2023,12:10:00,82,Female,43,Electronics,4,300,105,1200,Afternoon,
1757,29-09-2023,16:42:00,50,Female,43,Electronics,4,300,132,1200,Afternoon,
908,30-10-2022,14:47:00,64,Male,46,Beauty,4,300,81,1200,Afternoon,
1908,17-12-2023,12:34:00,93,Male,46,Beauty,4,300,87,1200,Afternoon,
683,06-03-2022,10:22:00,82,Male,38,Beauty,2,500,175,1000,Morning,
1683,04-05-2022,07:19:00,98,Male,38,Beauty,2,500,220,1000,Morning,
432,10-03-2022,11:31:00,17,Female,,Electronics,2,500,190,1000,Morning,
1432,25-12-2022,06:24:00,67,Female,,Electronics,2,500,245,1000,Morning,
986,01-08-2022,09:35:00,65,Female,49,Clothing,2,500,200,1000,Morning,
1986,14-09-2022,08:28:00,29,Female,49,Clothing,2,500,145,1000,Morning,
49,17-09-2022,10:33:00,37,Female,54,Electronics,2,500,255,1000,Morning,
1049,16-05-2022,06:36:00,143,Female,54,Electronics,2,500,125,1000,Morning,
235,10-03-2022,10:13:00,132,Female,23,Electronics,2,500,275,1000,Morning,
1235,04-04-2022,06:44:00,87,Female,23,Electronics,2,500,220,1000,Morning,
237,11-04-2022,08:54:00,105,Female,50,Beauty,2,500,165,1000,Morning,
1237,23-02-2022,09:20:00,48,Female,50,Beauty,2,500,215,1000,Morning,
346,05-09-2022,06:54:00,38,Male,59,Clothing,2,500,215,1000,Morning,
732,13-10-2022,08:45:00,136,Male,61,Electronics,2,500,250,1000,Morning,
1346,10-04-2022,10:01:00,112,Male,59,Clothing,2,500,130,1000,Morning,
1732,25-02-2022,07:05:00,55,Male,61,Electronics,2,500,215,1000,Morning,
256,09-01-2022,08:05:00,3,Male,23,Clothing,2,500,270,1000,Morning,
1256,05-11-2022,09:58:00,29,Male,23,Clothing,2,500,190,1000,Morning,
966,07-11-2022,07:22:00,119,Male,60,Electronics,2,500,190,1000,Morning,
1966,20-07-2022,09:52:00,74,Male,60,Electronics,2,500,200,1000,Morning,
2,24-06-2022,10:07:00,104,Female,26,Clothing,2,500,135,1000,Morning,
1002,02-03-2022,09:24:00,69,Female,26,Clothing,2,500,270,1000,Morning,
621,13-04-2022,09:55:00,138,Female,40,Beauty,2,500,275,1000,Morning,
1621,22-09-2022,10:49:00,2,Female,40,Beauty,2,500,160,1000,Morning,
117,04-08-2023,11:38:00,8,Male,19,Electronics,2,500,230,1000,Morning,
1117,11-09-2023,07:48:00,144,Male,19,Electronics,2,500,210,1000,Morning,
161,01-07-2023,06:58:00,104,Male,64,Beauty,2,500,195,1000,Morning,
